order_id,user_id,product_id,order_date,quantity,unit_price,discount_pct,total_amount,order_status
34366,12295,20288,2025-01-12,1,1198.26,5,1138.35,Completed
34367,12313,20060,2025-04-03,1,8389.23,5,7969.77,Cancelled
34368,11593,20128,2026-06-06,5,8184.89,25,30693.34,Completed
34369,10425,20383,2025-08-27,5,72624.76,20,290499.04,Completed
34370,14891,20170,2025-08-28,1,40566.33,10,36509.7,Returned
34371,12372,20040,2026-03-13,1,31181.61,10,28063.45,Completed
34372,12840,20027,2025-04-29,1,69505.48,0,69505.48,Returned
34373,14944,20104,2025-09-14,1,77336.07,20,61868.86,Completed
34374,10062,20005,2026-03-20,2,13045.38,0,26090.76,Completed
34375,13559,20445,2025-10-27,2,58884.65,10,105992.37,Completed
34376,11785,20127,2025-10-07,2,8020.46,5,15238.87,Completed
34377,12917,20445,2025-03-25,1,58884.65,0,58884.65,Completed
34378,13445,20464,2026-02-12,1,7905.15,10,7114.63,Returned
34379,10515,20308,2026-04-21,1,7148.24,25,5361.18,Cancelled
34380,14844,20075,2025-11-25,1,86654.71,15,73656.5,Completed
34381,14713,20231,2026-03-07,2,36787.31,20,58859.7,Completed
34382,10099,20345,2025-04-22,1,7266.93,10,6540.24,Completed
34383,10323,20384,2026-01-30,3,53057.35,0,159172.05,Completed
34384,12640,20253,2025-06-24,2,20678.15,0,41356.3,Completed
34385,14251,20322,2026-05-19,5,4369.14,10,19661.13,Completed
34386,14638,20476,2025-07-27,5,54610.59,20,218442.36,Completed
34387,13683,20135,2025-06-18,1,3167.92,10,2851.13,Completed
34388,14242,20422,2025-12-24,5,66327.46,10,298473.57,Completed
34389,12974,20179,2025-02-03,2,40733.22,25,61099.83,Completed
34390,11498,20383,2025-10-18,1,72624.76,0,72624.76,Completed
34391,14960,20114,2025-08-21,3,21006.76,0,63020.28,Completed
34392,12750,20257,2026-03-05,5,11593.33,0,57966.65,Completed
34393,14885,20466,2025-08-06,1,4587.15,10,4128.43,Pending
34394,11932,20332,2025-06-08,1,8506.08,20,6804.86,Completed
34395,14353,20245,2025-03-20,2,28649.26,0,57298.52,Completed
34396,10439,20177,2026-04-23,5,28276.6,0,141383.0,Completed
34397,10537,20456,2025-04-07,3,34404.16,0,103212.48,Completed
34398,12223,20020,2025-08-06,3,72309.85,25,162697.16,Completed
34399,10713,20355,2026-02-02,3,11963.12,20,28711.49,Completed
34400,12539,20042,2025-05-16,2,19184.87,0,38369.74,Completed
34401,14315,20144,2025-04-05,1,5495.55,20,4396.44,Completed
34402,14153,20242,2025-04-05,2,16510.85,15,28068.44,Completed
34403,14839,20033,2025-04-14,2,9864.28,20,15782.85,Cancelled
34404,12767,20488,2025-06-04,3,65208.45,10,176062.81,Completed
34405,10990,20089,2025-03-21,4,8573.69,20,27435.81,Completed
34406,14068,20083,2025-09-24,1,67041.95,5,63689.85,Completed
34407,10302,20483,2026-08-22,5,9326.47,5,44300.73,Completed
34408,11013,20272,2026-05-16,1,13956.93,20,11165.54,Completed
34409,13651,20400,2025-08-28,1,31345.15,5,29777.89,Cancelled
34410,10247,20176,2026-03-25,2,27448.58,0,54897.16,Returned
34411,12064,20089,2026-01-20,3,8573.69,5,24435.02,Cancelled
34412,11359,20480,2026-02-01,4,7620.36,10,27433.3,Completed
34413,14307,20311,2026-06-23,4,21495.21,10,77382.76,Completed
34414,11610,20236,2025-08-02,5,19188.67,0,95943.35,Completed
34415,13602,20156,2025-07-01,2,6552.13,15,11138.62,Completed
34416,11046,20201,2025-04-28,1,3531.72,10,3178.55,Completed
34417,14215,20210,2026-06-15,4,16884.55,15,57407.47,Cancelled
34418,11552,20151,2026-04-03,1,8066.4,10,7259.76,Cancelled
34419,13256,20286,2025-01-12,2,11817.08,20,18907.33,Completed
34420,11539,20445,2025-11-03,1,58884.65,0,58884.65,Completed
34421,11516,20096,2025-05-15,1,70256.1,20,56204.88,Completed
34422,14602,20344,2026-01-11,4,25682.64,15,87320.98,Completed
34423,13707,20203,2025-08-26,2,8822.21,15,14997.76,Completed
34424,11779,20244,2026-08-03,1,2741.98,15,2330.68,Completed
34425,10437,20125,2026-08-04,1,4945.21,0,4945.21,Completed
34426,10803,20026,2025-08-22,1,6498.05,0,6498.05,Completed
34427,14199,20395,2026-03-29,2,12072.12,25,18108.18,Completed
34428,14801,20276,2025-05-14,3,23613.7,10,63756.99,Completed
34429,10825,20300,2026-02-08,1,6058.2,0,6058.2,Completed
34430,13806,20274,2026-08-17,2,16265.66,15,27651.62,Cancelled
34431,10304,20162,2026-08-10,5,18139.81,25,68024.29,Cancelled
34432,10494,20100,2026-08-03,2,66603.48,0,133206.96,Completed
34433,10087,20004,2025-03-25,3,6403.28,0,19209.84,Completed
34434,13298,20213,2025-11-15,4,16695.67,0,66782.68,Completed
34435,13320,20090,2026-08-23,1,17068.96,25,12801.72,Completed
34436,13577,20142,2025-12-22,1,1813.48,15,1541.46,Completed
34437,13821,20346,2026-04-03,3,32104.06,0,96312.18,Completed
34438,11050,20397,2025-02-06,5,15024.19,0,75120.95,Completed
34439,13602,20090,2025-06-10,4,17068.96,15,58034.46,Completed
34440,14227,20041,2025-07-31,4,29092.37,25,87277.11,Completed
34441,14866,20463,2026-02-06,2,5215.46,15,8866.28,Completed
34442,12984,20091,2026-02-12,1,54374.24,0,54374.24,Completed
34443,13121,20441,2026-06-14,1,24907.45,0,24907.45,Completed
34444,14920,20471,2026-05-26,2,41735.26,10,75123.47,Completed
34445,10528,20022,2025-07-05,1,2733.06,5,2596.41,Completed
34446,10034,20138,2025-12-31,5,34423.63,0,172118.15,Completed
34447,12080,20453,2026-08-24,2,9305.74,20,14889.18,Completed
34448,10010,20452,2025-06-27,2,85569.19,10,154024.54,Completed
34449,11728,20050,2026-01-17,2,15716.1,0,31432.2,Cancelled
34450,12779,20100,2026-05-04,5,66603.48,20,266413.92,Returned
34451,13421,20272,2026-06-23,4,13956.93,25,41870.79,Completed
34452,13228,20480,2026-07-10,2,7620.36,15,12954.61,Pending
34453,13099,20395,2025-08-02,1,12072.12,20,9657.7,Cancelled
34454,14045,20359,2025-06-03,2,59370.32,10,106866.58,Completed
34455,11177,20481,2025-12-20,1,33978.66,15,28881.86,Cancelled
34456,14724,20483,2025-07-18,4,9326.47,0,37305.88,Completed
34457,11274,20496,2025-11-15,5,12642.21,10,56889.94,Pending
34458,12477,20452,2025-05-08,2,85569.19,10,154024.54,Completed
34459,13578,20471,2025-04-24,1,41735.26,20,33388.21,Completed
34460,12342,20323,2025-06-11,2,55133.15,15,93726.36,Completed
34461,14540,20276,2026-04-03,4,23613.7,0,94454.8,Completed
34462,14384,20193,2026-01-22,1,13536.82,15,11506.3,Completed
34463,12354,20289,2025-06-07,1,36816.97,0,36816.97,Completed
34464,13143,20138,2026-03-13,2,34423.63,15,58520.17,Completed
34465,12211,20492,2025-08-02,4,40005.07,25,120015.21,Completed
34466,12636,20451,2026-07-08,3,2344.21,5,6681.0,Completed
34467,13415,20311,2025-07-08,1,21495.21,20,17196.17,Completed
34468,12028,20416,2026-02-15,2,25074.94,25,37612.41,Completed
34469,14727,20045,2025-03-20,1,12203.95,10,10983.56,Returned
34470,14895,20187,2025-10-07,1,18470.39,0,18470.39,Completed
34471,12000,20358,2026-03-29,4,24980.62,15,84934.11,Completed
34472,14705,20287,2026-02-20,5,2790.17,5,13253.31,Completed
34473,11025,20469,2025-12-11,3,28766.22,0,86298.66,Completed
34474,11622,20472,2025-04-22,2,7822.58,0,15645.16,Completed
34475,14572,20123,2025-09-05,1,27182.88,10,24464.59,Completed
34476,13012,20088,2025-04-20,1,49973.71,5,47475.02,Completed
34477,10911,20436,2025-04-30,4,6728.2,20,21530.24,Returned
34478,10615,20138,2025-09-14,1,34423.63,0,34423.63,Completed
34479,14081,20262,2025-04-18,4,57010.97,0,228043.88,Completed
34480,14518,20220,2026-03-07,1,45843.65,0,45843.65,Pending
34481,11005,20129,2025-01-27,4,823.29,25,2469.87,Completed
34482,13223,20250,2026-06-04,4,2051.89,10,7386.8,Completed
34483,11016,20367,2025-10-07,2,26640.79,15,45289.34,Completed
34484,13487,20430,2026-02-07,1,4133.67,25,3100.25,Completed
34485,10007,20364,2025-01-24,1,9536.46,15,8105.99,Completed
34486,13766,20330,2025-01-01,1,10507.44,0,10507.44,Completed
34487,13538,20361,2025-01-20,2,2657.85,20,4252.56,Pending
34488,14200,20414,2026-01-16,2,6373.65,25,9560.47,Returned
34489,14051,20117,2026-01-14,2,5111.75,15,8689.98,Returned
34490,12512,20335,2025-05-24,5,16431.66,0,82158.3,Cancelled
34491,13636,20462,2025-11-12,1,21188.14,0,21188.14,Completed
34492,12896,20447,2026-07-28,4,5108.72,15,17369.65,Completed
34493,13801,20344,2025-02-16,1,25682.64,10,23114.38,Completed
34494,13906,20063,2025-12-25,1,72415.98,20,57932.78,Completed
34495,12414,20074,2026-06-13,2,9138.71,10,16449.68,Completed
34496,11917,20474,2026-04-21,1,26990.6,0,26990.6,Completed
34497,14278,20385,2026-02-10,3,25518.24,10,68899.25,Completed
34498,12291,20382,2025-09-08,1,5063.16,25,3797.37,Returned
34499,14316,20020,2026-06-24,2,72309.85,0,144619.7,Cancelled
34500,11892,20029,2026-01-05,1,71292.57,5,67727.94,Cancelled
34501,14131,20162,2025-04-03,1,18139.81,0,18139.81,Completed
34502,13864,20194,2026-08-21,5,66109.47,0,330547.35,Completed
34503,10675,20194,2026-02-14,2,66109.47,25,99164.2,Completed
34504,12910,20130,2026-04-24,1,17338.99,15,14738.14,Completed
34505,11901,20456,2026-07-01,1,34404.16,10,30963.74,Completed
34506,13943,20310,2025-09-29,4,14613.25,0,58453.0,Completed
34507,14504,20345,2026-07-21,5,7266.93,0,36334.65,Completed
34508,14100,20274,2026-07-08,1,16265.66,10,14639.09,Completed
34509,14457,20237,2026-06-10,4,28774.03,5,109341.31,Completed
34510,13038,20209,2025-04-15,5,70158.44,0,350792.2,Pending
34511,10590,20286,2025-08-25,1,11817.08,0,11817.08,Completed
34512,11890,20264,2025-01-20,2,2420.17,0,4840.34,Completed
34513,12383,20170,2025-02-01,1,40566.33,0,40566.33,Completed
34514,13363,20238,2025-05-25,1,2346.5,10,2111.85,Completed
34515,12333,20157,2025-01-19,2,4353.19,10,7835.74,Completed
34516,11060,20051,2025-05-02,4,12996.32,25,38988.96,Completed
34517,13396,20339,2025-12-18,1,3783.87,20,3027.1,Pending
34518,10395,20120,2025-10-01,1,56209.34,10,50588.41,Pending
34519,10567,20357,2025-01-13,4,24392.64,10,87813.5,Completed
34520,11073,20408,2025-11-14,5,11380.82,10,51213.69,Pending
34521,12511,20466,2025-11-02,3,4587.15,0,13761.45,Completed
34522,12403,20138,2026-02-15,5,34423.63,0,172118.15,Completed
34523,12103,20144,2025-12-28,5,5495.55,25,20608.31,Completed
34524,13384,20121,2025-01-29,2,56463.12,15,95987.3,Returned
34525,14938,20050,2025-08-18,5,15716.1,25,58935.38,Completed
34526,14356,20041,2025-11-14,5,29092.37,0,145461.85,Completed
34527,14973,20234,2025-05-17,4,88723.86,5,337150.67,Completed
34528,10915,20054,2025-03-12,2,14664.53,25,21996.8,Completed
34529,11112,20300,2025-12-22,1,6058.2,0,6058.2,Completed
34530,15000,20316,2025-08-05,3,1667.5,20,4002.0,Completed
34531,13462,20325,2025-01-28,5,51351.3,20,205405.2,Completed
34532,13924,20335,2025-06-14,1,16431.66,15,13966.91,Completed
34533,12318,20023,2025-06-11,1,22697.97,25,17023.48,Completed
34534,10966,20223,2025-10-08,4,10229.95,0,40919.8,Completed
34535,13532,20094,2026-04-18,2,3813.73,0,7627.46,Completed
34536,11150,20327,2026-04-22,3,3726.26,15,9501.96,Returned
34537,12233,20276,2025-02-11,2,23613.7,20,37781.92,Completed
34538,10365,20039,2026-02-10,2,44505.15,0,89010.3,Cancelled
34539,13614,20259,2026-02-18,1,78491.23,5,74566.67,Completed
34540,14816,20259,2026-04-24,4,78491.23,20,251171.94,Cancelled
34541,11032,20415,2025-08-28,2,53657.74,20,85852.38,Completed
34542,10654,20263,2026-03-28,1,4878.61,15,4146.82,Returned
34543,13796,20385,2025-03-11,1,25518.24,0,25518.24,Completed
34544,13868,20184,2025-08-24,1,49813.01,10,44831.71,Completed
34545,14087,20411,2025-09-17,1,66565.85,0,66565.85,Completed
34546,13204,20498,2026-05-06,2,12320.93,20,19713.49,Completed
34547,14419,20193,2026-02-15,1,13536.82,5,12859.98,Completed
34548,12150,20070,2025-03-11,1,76244.4,5,72432.18,Returned
34549,14891,20468,2025-01-19,1,3584.54,0,3584.54,Completed
34550,11490,20167,2025-05-19,1,17070.06,25,12802.55,Completed
34551,14840,20108,2025-03-12,1,16797.43,0,16797.43,Completed
34552,13875,20259,2025-06-18,2,78491.23,0,156982.46,Completed
34553,14984,20187,2026-02-16,1,18470.39,20,14776.31,Completed
34554,13639,20258,2026-06-28,1,9204.59,0,9204.59,Completed
34555,11278,20252,2026-05-29,3,5518.48,0,16555.44,Completed
34556,14823,20431,2025-12-29,2,48035.17,20,76856.27,Completed
34557,14907,20352,2025-09-14,2,17151.56,0,34303.12,Completed
34558,14425,20276,2026-01-28,1,23613.7,5,22433.02,Completed
34559,13371,20484,2025-09-20,2,35317.91,15,60040.45,Completed
34560,12418,20283,2025-04-07,1,22406.36,0,22406.36,Completed
34561,13743,20084,2025-02-01,4,7196.16,0,28784.64,Completed
34562,10259,20275,2025-12-05,1,35888.94,0,35888.94,Completed
34563,14473,20183,2025-04-03,1,13920.81,0,13920.81,Cancelled
34564,10145,20319,2025-11-14,2,2873.43,25,4310.14,Completed
34565,13111,20213,2025-07-02,4,16695.67,15,56765.28,Cancelled
34566,12754,20043,2025-04-18,2,7715.25,25,11572.88,Completed
34567,10709,20468,2026-07-19,3,3584.54,20,8602.9,Completed
34568,10246,20133,2025-04-10,1,5706.25,15,4850.31,Completed
34569,14429,20375,2025-03-18,1,38106.16,0,38106.16,Pending
34570,11612,20404,2025-02-01,1,5710.01,5,5424.51,Completed
34571,12813,20204,2025-11-06,1,23854.66,15,20276.46,Completed
34572,14374,20112,2025-01-14,2,1086.07,20,1737.71,Completed
34573,11388,20189,2025-05-07,4,9506.71,10,34224.16,Completed
34574,13524,20190,2026-03-12,4,1765.82,0,7063.28,Completed
34575,11735,20074,2025-12-12,1,9138.71,0,9138.71,Completed
34576,10252,20191,2025-07-23,2,11434.6,0,22869.2,Completed
34577,12944,20150,2025-08-30,1,53772.98,10,48395.68,Returned
34578,12006,20294,2026-02-28,1,8607.14,25,6455.36,Cancelled
34579,13314,20092,2025-04-05,1,21596.33,20,17277.06,Completed
34580,11277,20140,2025-06-15,1,50395.68,10,45356.11,Returned
34581,11028,20103,2025-07-11,3,11397.7,20,27354.48,Completed
34582,11397,20202,2026-05-15,1,17667.6,5,16784.22,Completed
34583,11449,20240,2026-06-04,1,33006.9,0,33006.9,Completed
34584,11203,20061,2026-05-29,2,5414.71,15,9205.01,Returned
34585,10012,20099,2025-04-10,5,7759.0,15,32975.75,Pending
34586,11317,20304,2025-11-26,1,662.59,15,563.2,Completed
34587,10770,20236,2026-06-05,5,19188.67,25,71957.51,Returned
34588,12307,20232,2025-05-19,1,2822.88,25,2117.16,Completed
34589,14525,20229,2026-04-30,5,10472.94,5,49746.46,Completed
34590,11357,20401,2025-12-31,3,72944.03,20,175065.67,Cancelled
34591,13184,20244,2025-11-19,4,2741.98,25,8225.94,Cancelled
34592,11974,20219,2025-02-23,1,22252.73,15,18914.82,Completed
34593,12254,20308,2025-11-17,4,7148.24,20,22874.37,Completed
34594,12270,20046,2026-02-03,1,17953.8,25,13465.35,Completed
34595,11037,20056,2026-05-30,1,57939.77,10,52145.79,Completed
34596,12553,20285,2025-10-25,2,35457.48,25,53186.22,Completed
34597,12649,20218,2025-09-12,2,2192.54,0,4385.08,Completed
34598,11755,20329,2025-10-24,3,62105.85,15,158369.92,Completed
34599,13287,20179,2025-02-24,1,40733.22,15,34623.24,Completed
34600,14039,20127,2025-03-16,1,8020.46,15,6817.39,Completed
34601,14618,20460,2025-08-05,2,21532.53,20,34452.05,Completed
34602,13801,20235,2025-04-01,1,3081.94,15,2619.65,Completed
34603,11145,20410,2025-04-01,1,74927.52,15,63688.39,Pending
34604,11699,20225,2025-07-08,2,33425.01,20,53480.02,Completed
34605,12353,20224,2025-05-23,2,6806.8,5,12932.92,Completed
34606,10220,20331,2025-05-20,1,6973.19,0,6973.19,Pending
34607,11633,20029,2026-02-09,1,71292.57,0,71292.57,Completed
34608,10611,20187,2025-02-10,3,18470.39,0,55411.17,Returned
34609,14230,20264,2026-02-21,3,2420.17,0,7260.51,Completed
34610,14924,20281,2026-07-27,5,31443.43,0,157217.15,Completed
34611,14945,20212,2026-04-23,1,20590.64,15,17502.04,Completed
34612,14243,20149,2026-04-06,1,4138.83,0,4138.83,Completed
34613,13185,20004,2026-06-23,1,6403.28,15,5442.79,Returned
34614,10433,20292,2025-04-15,5,9201.12,20,36804.48,Completed
34615,13438,20171,2026-01-14,1,67588.7,25,50691.52,Completed
34616,13106,20221,2025-02-20,3,22247.55,10,60068.38,Completed
34617,10062,20083,2026-03-29,1,67041.95,0,67041.95,Completed
34618,14183,20154,2026-01-10,1,13085.12,0,13085.12,Completed
34619,10891,20292,2026-03-29,4,9201.12,20,29443.58,Completed
34620,13707,20473,2026-08-21,1,6921.15,25,5190.86,Returned
34621,13922,20407,2026-05-22,1,10235.49,20,8188.39,Pending
34622,12973,20486,2026-03-06,1,7842.46,15,6666.09,Completed
34623,11340,20476,2026-02-18,5,54610.59,20,218442.36,Cancelled
34624,14495,20169,2025-10-21,3,89409.02,15,227993.0,Completed
34625,12861,20331,2025-09-22,1,6973.19,0,6973.19,Completed
34626,12379,20349,2025-02-25,4,5456.2,25,16368.6,Pending
34627,14859,20428,2025-06-01,4,9935.58,10,35768.09,Completed
34628,12083,20306,2026-04-18,2,34373.54,20,54997.66,Pending
34629,10778,20468,2025-09-08,1,3584.54,0,3584.54,Cancelled
34630,11407,20265,2026-02-04,3,48402.25,5,137946.41,Completed
34631,13758,20216,2026-04-19,1,69966.34,15,59471.39,Completed
34632,12758,20175,2025-10-09,3,22495.2,25,50614.2,Cancelled
34633,11747,20113,2025-05-01,1,39835.11,20,31868.09,Completed
34634,13568,20169,2025-08-13,1,89409.02,0,89409.02,Completed
34635,12125,20269,2026-06-19,2,9587.31,0,19174.62,Completed
34636,12422,20186,2026-02-11,2,60665.97,0,121331.94,Completed
34637,10053,20450,2026-04-22,3,23361.13,5,66579.22,Completed
34638,14354,20337,2025-02-17,1,37718.25,20,30174.6,Completed
34639,12180,20242,2025-03-12,2,16510.85,5,31370.62,Completed
34640,11735,20186,2025-07-31,4,60665.97,15,206264.3,Completed
34641,13467,20219,2026-08-07,2,22252.73,5,42280.19,Completed
34642,14691,20358,2026-01-11,1,24980.62,20,19984.5,Completed
34643,10928,20322,2025-12-31,1,4369.14,15,3713.77,Completed
34644,14345,20254,2026-04-27,2,48972.96,20,78356.74,Completed
34645,14017,20161,2025-11-07,5,10154.15,20,40616.6,Completed
34646,14750,20453,2025-11-02,1,9305.74,20,7444.59,Returned
34647,11447,20334,2025-10-28,2,73508.12,0,147016.24,Completed
34648,12700,20027,2025-10-30,1,69505.48,5,66030.21,Completed
34649,10340,20306,2026-03-14,3,34373.54,15,87652.53,Completed
34650,12422,20059,2026-03-21,4,16045.55,0,64182.2,Completed
34651,14981,20356,2026-08-24,2,51522.87,0,103045.74,Returned
34652,13947,20475,2025-12-19,1,44112.43,10,39701.19,Completed
34653,12564,20078,2025-05-14,1,51364.35,5,48796.13,Completed
34654,13340,20463,2025-12-29,2,5215.46,0,10430.92,Completed
34655,14000,20155,2025-12-23,1,3723.56,15,3165.03,Completed
34656,11381,20187,2026-02-03,3,18470.39,0,55411.17,Pending
34657,14943,20184,2025-09-02,2,49813.01,0,99626.02,Completed
34658,12356,20379,2025-06-15,4,79113.37,25,237340.11,Completed
34659,13939,20328,2025-06-04,5,9002.62,0,45013.1,Completed
34660,10602,20469,2026-06-04,4,28766.22,10,103558.39,Returned
34661,11672,20162,2026-06-26,2,18139.81,0,36279.62,Completed
34662,12780,20305,2026-06-06,2,10953.6,15,18621.12,Returned
34663,13766,20220,2025-09-18,4,45843.65,0,183374.6,Completed
34664,12539,20216,2026-03-14,1,69966.34,0,69966.34,Completed
34665,10639,20145,2026-08-09,1,52478.7,0,52478.7,Completed
34666,12686,20378,2025-09-14,5,8572.3,0,42861.5,Returned
34667,14076,20249,2025-09-18,4,6612.26,20,21159.23,Completed
34668,14803,20372,2026-06-24,2,9698.66,0,19397.32,Cancelled
34669,11375,20256,2026-07-29,2,57252.68,0,114505.36,Completed
34670,11727,20326,2026-02-17,3,28476.01,10,76885.23,Completed
34671,10657,20422,2026-06-10,4,66327.46,0,265309.84,Completed
34672,12963,20467,2026-06-05,1,21598.23,0,21598.23,Completed
34673,14914,20001,2025-07-30,1,23149.63,0,23149.63,Completed
34674,12876,20166,2026-06-07,4,57217.1,25,171651.3,Pending
34675,10580,20026,2026-03-11,5,6498.05,0,32490.25,Completed
34676,10160,20197,2025-04-17,1,19387.52,20,15510.02,Cancelled
34677,13573,20196,2026-05-16,1,43015.22,5,40864.46,Completed
34678,11490,20281,2025-12-04,4,31443.43,5,119485.03,Completed
34679,12896,20365,2025-11-21,2,6153.37,15,10460.73,Completed
34680,13929,20116,2026-05-02,1,14064.2,0,14064.2,Completed
34681,12546,20497,2026-01-18,2,2682.37,20,4291.79,Completed
34682,10464,20058,2025-08-11,1,49609.4,0,49609.4,Completed
34683,12390,20429,2025-03-21,1,3156.41,25,2367.31,Completed
34684,10508,20022,2025-06-06,3,2733.06,0,8199.18,Completed
34685,11308,20432,2025-10-07,1,8294.53,10,7465.08,Completed
34686,11022,20269,2025-01-15,1,9587.31,0,9587.31,Completed
34687,12623,20471,2026-06-07,1,41735.26,0,41735.26,Completed
34688,12934,20097,2025-08-01,2,13274.47,20,21239.15,Completed
34689,12943,20409,2026-01-17,5,11740.61,20,46962.44,Cancelled
34690,14792,20010,2026-06-07,1,46150.46,10,41535.41,Completed
34691,13394,20274,2026-06-18,1,16265.66,0,16265.66,Completed
34692,12844,20055,2025-04-25,5,4048.14,10,18216.63,Completed
34693,10666,20411,2026-05-05,2,66565.85,10,119818.53,Completed
34694,13644,20312,2025-09-06,2,58375.04,0,116750.08,Completed
34695,10768,20056,2026-04-03,1,57939.77,15,49248.8,Completed
34696,12231,20049,2026-04-12,2,19993.72,0,39987.44,Completed
34697,10384,20410,2025-01-25,3,74927.52,10,202304.3,Completed
34698,14121,20369,2025-02-11,3,22853.33,0,68559.99,Completed
34699,11338,20490,2025-12-13,1,34083.17,0,34083.17,Completed
34700,12086,20116,2026-01-31,5,14064.2,20,56256.8,Returned
34701,14398,20258,2026-04-14,4,9204.59,0,36818.36,Returned
34702,14043,20330,2025-01-14,1,10507.44,20,8405.95,Returned
34703,14060,20444,2026-08-27,1,74767.88,25,56075.91,Completed
34704,11393,20084,2026-03-15,5,7196.16,0,35980.8,Completed
34705,12148,20294,2025-04-19,1,8607.14,0,8607.14,Completed
34706,11412,20131,2026-07-25,1,14138.1,25,10603.58,Cancelled
34707,12707,20458,2025-01-11,1,77868.01,10,70081.21,Completed
34708,11816,20476,2025-09-07,1,54610.59,0,54610.59,Cancelled
34709,14151,20467,2026-01-15,1,21598.23,0,21598.23,Completed
34710,12632,20379,2025-12-23,1,79113.37,0,79113.37,Completed
34711,12175,20465,2026-08-14,5,1739.72,20,6958.88,Returned
34712,14052,20108,2026-04-14,2,16797.43,0,33594.86,Pending
34713,13393,20053,2026-05-08,2,2418.21,25,3627.32,Completed
34714,13468,20428,2025-05-25,3,9935.58,0,29806.74,Completed
34715,14249,20383,2026-08-12,4,72624.76,10,261449.14,Completed
34716,11173,20279,2025-03-23,1,25317.54,20,20254.03,Completed
34717,10226,20028,2026-08-08,1,10342.53,0,10342.53,Completed
34718,14934,20347,2026-02-24,4,2627.59,0,10510.36,Returned
34719,12740,20160,2025-10-13,2,68434.79,15,116339.14,Completed
34720,11334,20230,2026-05-14,2,30639.16,5,58214.4,Completed
34721,10419,20204,2026-04-02,4,23854.66,0,95418.64,Pending
34722,14611,20020,2025-07-29,4,72309.85,25,216929.55,Completed
34723,14385,20390,2026-03-27,4,87396.47,20,279668.7,Completed
34724,12249,20259,2025-04-21,1,78491.23,0,78491.23,Returned
34725,14969,20003,2025-01-13,2,67029.82,15,113950.69,Completed
34726,12715,20279,2025-03-23,2,25317.54,15,43039.82,Completed
34727,12817,20329,2025-06-18,1,62105.85,15,52789.97,Completed
34728,10168,20033,2026-07-31,5,9864.28,5,46855.33,Completed
34729,11699,20420,2025-11-28,5,12639.72,25,47398.95,Completed
34730,11319,20320,2025-11-04,3,16632.2,10,44906.94,Completed
34731,13083,20396,2025-01-08,5,9183.92,20,36735.68,Completed
34732,12405,20190,2025-03-13,5,1765.82,0,8829.1,Cancelled
34733,11995,20282,2026-01-27,4,7179.07,0,28716.28,Completed
34734,12179,20293,2026-07-16,1,16657.92,0,16657.92,Completed
34735,14700,20370,2025-12-29,2,56386.0,0,112772.0,Completed
34736,13386,20176,2025-06-02,1,27448.58,0,27448.58,Completed
34737,10111,20074,2026-06-22,5,9138.71,15,38839.52,Pending
34738,10247,20044,2025-11-10,5,31209.42,0,156047.1,Completed
34739,14508,20139,2025-09-12,4,44522.93,25,133568.79,Completed
34740,12621,20467,2025-11-21,1,21598.23,15,18358.5,Cancelled
34741,14546,20453,2026-07-15,1,9305.74,10,8375.17,Completed
34742,11986,20280,2025-01-25,1,21577.24,5,20498.38,Completed
34743,11445,20227,2026-03-19,4,57878.41,0,231513.64,Completed
34744,11480,20092,2025-01-11,5,21596.33,5,102582.57,Completed
34745,12792,20350,2025-03-07,1,22167.77,5,21059.38,Completed
34746,14221,20019,2026-04-15,1,6506.33,20,5205.06,Returned
34747,12989,20198,2026-07-16,1,5709.53,0,5709.53,Completed
34748,12308,20312,2025-01-04,4,58375.04,0,233500.16,Completed
34749,10535,20305,2026-07-22,1,10953.6,20,8762.88,Completed
34750,10080,20119,2025-10-12,1,13411.48,0,13411.48,Completed
34751,14368,20109,2025-01-27,3,2247.73,25,5057.39,Completed
34752,13637,20487,2025-09-02,5,16764.15,25,62865.56,Completed
34753,10402,20211,2026-08-21,5,46584.15,25,174690.56,Cancelled
34754,13125,20499,2025-05-22,2,38068.6,10,68523.48,Completed
34755,14368,20057,2026-06-12,1,16824.2,20,13459.36,Completed
34756,10896,20095,2025-08-20,2,30025.05,20,48040.08,Completed
34757,13764,20122,2026-08-19,2,2297.99,25,3446.98,Cancelled
34758,14467,20492,2025-10-11,1,40005.07,10,36004.56,Pending
34759,13897,20267,2025-12-22,3,86113.1,0,258339.3,Completed
34760,12760,20447,2026-05-19,2,5108.72,20,8173.95,Completed
34761,12240,20254,2025-08-06,1,48972.96,15,41627.02,Completed
34762,10980,20337,2026-08-10,1,37718.25,5,35832.34,Completed
34763,13095,20145,2025-12-17,2,52478.7,25,78718.05,Completed
34764,11576,20370,2025-01-11,1,56386.0,25,42289.5,Completed
34765,13982,20271,2026-08-23,1,85999.76,20,68799.81,Completed
34766,11360,20454,2025-04-24,2,49239.52,15,83707.18,Cancelled
34767,11554,20446,2025-10-19,1,42874.89,20,34299.91,Completed
34768,12536,20160,2026-03-10,1,68434.79,0,68434.79,Completed
34769,11188,20168,2025-08-15,1,3462.81,0,3462.81,Completed
34770,14068,20139,2025-07-25,2,44522.93,20,71236.69,Completed
34771,11384,20378,2026-04-03,1,8572.3,15,7286.46,Pending
34772,13241,20269,2025-11-15,2,9587.31,0,19174.62,Completed
34773,12396,20337,2025-10-27,3,37718.25,0,113154.75,Completed
