transaction_id,order_id,user_id,transaction_date,payment_method,amount,transaction_status,transaction_reference
43275,33275,14322,2025-05-11,Wallet,28276.94,Success,TXN00043275
43276,33276,11845,2026-03-02,UPI,42763.24,Failed,TXN00043276
43277,33277,12561,2025-05-22,UPI,353158.72,Success,TXN00043277
43278,33278,10029,2026-05-05,Debit Card,13411.32,Failed,TXN00043278
43279,33279,14700,2025-10-28,Credit Card,36790.04,Refunded,TXN00043279
43280,33280,10981,2025-03-08,UPI,2092.43,Pending,TXN00043280
43281,33281,13055,2025-03-22,Debit Card,33246.7,Success,TXN00043281
43282,33282,13584,2026-02-19,Debit Card,10640.55,Success,TXN00043282
43283,33283,11659,2026-06-15,Debit Card,38078.06,Failed,TXN00043283
43284,33284,14821,2026-07-18,Net Banking,3845.73,Success,TXN00043284
43285,33285,14785,2026-03-08,Debit Card,79866.32,Success,TXN00043285
43286,33286,12605,2025-10-19,Debit Card,27892.76,Success,TXN00043286
43287,33287,13962,2026-08-23,Credit Card,3405.31,Success,TXN00043287
43288,33288,12327,2025-05-13,Credit Card,167787.3,Failed,TXN00043288
43289,33289,10840,2026-05-19,Debit Card,6181.01,Success,TXN00043289
43290,33290,12415,2025-06-06,Credit Card,48616.5,Success,TXN00043290
43291,33291,14427,2025-01-20,Debit Card,13208.68,Success,TXN00043291
43292,33292,10397,2025-11-25,Net Banking,150246.94,Success,TXN00043292
43293,33293,10385,2025-02-19,Credit Card,119275.85,Success,TXN00043293
43294,33294,13583,2025-07-11,Credit Card,230752.3,Success,TXN00043294
43295,33295,13979,2026-01-30,Debit Card,55046.66,Success,TXN00043295
43296,33296,12606,2025-11-20,UPI,4369.14,Success,TXN00043296
43297,33297,14359,2026-07-22,UPI,59535.82,Success,TXN00043297
43298,33298,13167,2025-08-29,UPI,17162.79,Success,TXN00043298
43299,33299,10944,2025-09-17,Credit Card,17068.96,Success,TXN00043299
43300,33300,11786,2025-10-23,UPI,3289.67,Success,TXN00043300
43301,33301,10847,2026-04-30,Debit Card,1872.02,Success,TXN00043301
43302,33302,11482,2026-03-18,Credit Card,18270.5,Success,TXN00043302
43303,33303,13116,2025-03-17,UPI,96839.18,Success,TXN00043303
43304,33304,11387,2025-06-08,UPI,76212.32,Success,TXN00043304
43305,33305,12206,2025-01-19,Debit Card,106114.7,Pending,TXN00043305
43306,33306,11281,2025-07-14,UPI,203816.68,Failed,TXN00043306
43307,33307,11599,2025-11-15,UPI,55929.1,Success,TXN00043307
43308,33308,11983,2026-08-14,UPI,103045.74,Refunded,TXN00043308
43309,33309,10313,2025-02-01,UPI,100791.36,Success,TXN00043309
43310,33310,13860,2025-02-23,Wallet,45843.65,Success,TXN00043310
43311,33311,12165,2026-04-06,UPI,1500.95,Success,TXN00043311
43312,33312,11700,2025-01-10,Net Banking,167685.79,Failed,TXN00043312
43313,33313,13069,2026-05-15,Credit Card,7259.76,Success,TXN00043313
43314,33314,11779,2025-01-31,Credit Card,155313.63,Success,TXN00043314
43315,33315,14270,2026-04-20,Credit Card,9135.25,Success,TXN00043315
43316,33316,13703,2025-11-14,Credit Card,171867.7,Pending,TXN00043316
43317,33317,10749,2025-12-18,Wallet,50239.32,Failed,TXN00043317
43318,33318,11808,2026-07-18,Credit Card,137520.99,Failed,TXN00043318
43319,33319,11534,2026-01-20,Wallet,18531.58,Success,TXN00043319
43320,33320,13797,2025-08-30,UPI,58556.38,Success,TXN00043320
43321,33321,12282,2025-05-18,Debit Card,126475.12,Success,TXN00043321
43322,33322,13423,2026-05-20,Wallet,50442.99,Success,TXN00043322
43323,33323,12210,2025-09-08,Debit Card,91655.96,Failed,TXN00043323
43324,33324,13663,2026-02-18,UPI,62105.85,Failed,TXN00043324
43325,33325,12739,2025-06-07,Net Banking,62739.64,Failed,TXN00043325
43326,33326,10292,2026-03-03,Credit Card,5755.29,Success,TXN00043326
43327,33327,14223,2026-07-09,Debit Card,29247.18,Success,TXN00043327
43328,33328,12741,2025-07-09,UPI,121130.9,Refunded,TXN00043328
43329,33329,11951,2026-02-07,UPI,25429.76,Pending,TXN00043329
43330,33330,12436,2025-01-28,Debit Card,195747.26,Success,TXN00043330
43331,33331,12828,2025-09-26,Debit Card,48925.44,Failed,TXN00043331
43332,33332,10181,2025-03-15,Credit Card,94992.51,Success,TXN00043332
43333,33333,11171,2026-01-29,UPI,12995.3,Refunded,TXN00043333
43334,33334,12744,2025-05-24,Net Banking,7093.7,Success,TXN00043334
43335,33335,11136,2025-04-04,Debit Card,65309.73,Success,TXN00043335
43336,33336,11711,2026-06-06,UPI,65990.39,Failed,TXN00043336
43337,33337,12345,2026-04-01,Net Banking,6767.03,Success,TXN00043337
43338,33338,14787,2025-08-25,Debit Card,18470.39,Success,TXN00043338
43339,33339,14658,2026-07-27,Net Banking,7744.54,Pending,TXN00043339
43340,33340,13975,2025-11-11,Net Banking,6686.75,Success,TXN00043340
43341,33341,13504,2026-07-08,Debit Card,4223.7,Success,TXN00043341
43342,33342,13951,2025-12-03,UPI,35952.41,Success,TXN00043342
43343,33343,12359,2025-04-26,Debit Card,10016.57,Refunded,TXN00043343
43344,33344,10390,2025-09-03,UPI,24647.49,Failed,TXN00043344
43345,33345,13059,2025-05-08,UPI,19984.5,Failed,TXN00043345
43346,33346,14626,2025-12-30,Debit Card,42226.22,Success,TXN00043346
43347,33347,10159,2026-07-21,Net Banking,41553.62,Success,TXN00043347
43348,33348,11680,2025-10-18,Credit Card,6372.34,Success,TXN00043348
43349,33349,13551,2026-01-31,Credit Card,286263.4,Success,TXN00043349
43350,33350,10230,2026-03-06,UPI,1518.89,Success,TXN00043350
43351,33351,11726,2026-06-24,Debit Card,37919.16,Success,TXN00043351
43352,33352,13409,2026-07-29,UPI,38214.32,Success,TXN00043352
43353,33353,14788,2026-06-30,Net Banking,1987.14,Success,TXN00043353
43354,33354,14229,2025-12-13,UPI,39282.76,Pending,TXN00043354
43355,33355,11681,2025-10-05,Credit Card,48683.3,Failed,TXN00043355
43356,33356,11296,2025-06-17,Net Banking,18115.22,Success,TXN00043356
43357,33357,12581,2025-12-03,UPI,55683.24,Failed,TXN00043357
43358,33358,13877,2025-03-27,Credit Card,32531.65,Pending,TXN00043358
43359,33359,12985,2025-12-01,UPI,32261.42,Failed,TXN00043359
43360,33360,14917,2025-09-26,UPI,44343.54,Refunded,TXN00043360
43361,33361,11824,2025-09-01,Debit Card,48535.51,Failed,TXN00043361
43362,33362,12329,2025-12-10,Net Banking,15436.4,Success,TXN00043362
43363,33363,10359,2025-11-10,UPI,22661.93,Failed,TXN00043363
43364,33364,11013,2026-07-12,UPI,99757.84,Failed,TXN00043364
43365,33365,12895,2025-11-16,Credit Card,77214.9,Success,TXN00043365
43366,33366,12696,2025-05-27,Wallet,5320.28,Success,TXN00043366
43367,33367,14097,2026-05-05,UPI,45838.82,Pending,TXN00043367
43368,33368,14042,2025-09-21,Debit Card,27360.58,Success,TXN00043368
43369,33369,12363,2025-09-21,Credit Card,159340.44,Success,TXN00043369
43370,33370,11270,2026-06-21,Credit Card,5189.96,Success,TXN00043370
43371,33371,11264,2025-01-19,UPI,9656.53,Success,TXN00043371
43372,33372,13344,2026-03-14,UPI,192436.62,Success,TXN00043372
43373,33373,10848,2025-06-17,Credit Card,160020.28,Success,TXN00043373
43374,33374,14885,2026-05-09,Net Banking,5515.33,Success,TXN00043374
43375,33375,12362,2025-12-06,Wallet,227179.71,Success,TXN00043375
43376,33376,13641,2025-01-19,Wallet,30701.87,Success,TXN00043376
43377,33377,12187,2025-05-10,UPI,84829.8,Success,TXN00043377
43378,33378,10498,2026-07-18,UPI,21768.29,Success,TXN00043378
43379,33379,12169,2025-03-12,UPI,357636.08,Refunded,TXN00043379
43380,33380,12412,2025-08-12,UPI,2170.31,Failed,TXN00043380
43381,33381,11522,2025-11-05,Credit Card,4045.91,Pending,TXN00043381
43382,33382,14257,2026-05-16,Credit Card,10953.6,Pending,TXN00043382
43383,33383,10664,2025-03-30,UPI,13059.57,Success,TXN00043383
43384,33384,10967,2025-05-11,Wallet,1399.59,Success,TXN00043384
43385,33385,10550,2026-03-18,Debit Card,28766.22,Failed,TXN00043385
43386,33386,11074,2026-05-11,Debit Card,2092.63,Success,TXN00043386
43387,33387,14843,2026-05-27,Credit Card,89625.44,Success,TXN00043387
43388,33388,12137,2025-07-24,Credit Card,73580.08,Success,TXN00043388
43389,33389,10893,2025-03-03,Credit Card,38458.94,Failed,TXN00043389
43390,33390,12769,2025-06-10,Credit Card,62363.22,Refunded,TXN00043390
43391,33391,11249,2025-01-29,Wallet,352840.3,Failed,TXN00043391
43392,33392,12434,2025-06-16,Credit Card,19778.18,Refunded,TXN00043392
43393,33393,11191,2025-12-21,UPI,14353.96,Success,TXN00043393
43394,33394,11738,2026-06-18,Credit Card,117874.45,Success,TXN00043394
43395,33395,10654,2025-08-31,Wallet,57955.26,Failed,TXN00043395
43396,33396,10337,2026-07-23,UPI,49387.72,Success,TXN00043396
43397,33397,14686,2026-01-03,Wallet,5138.58,Success,TXN00043397
43398,33398,10435,2025-11-14,UPI,13151.92,Failed,TXN00043398
43399,33399,11272,2025-12-21,Debit Card,160463.95,Refunded,TXN00043399
43400,33400,14583,2025-09-07,UPI,211704.18,Success,TXN00043400
43401,33401,11832,2025-12-31,UPI,19620.71,Success,TXN00043401
43402,33402,11501,2026-02-07,UPI,37561.73,Refunded,TXN00043402
43403,33403,12157,2026-01-13,UPI,110300.98,Success,TXN00043403
43404,33404,11768,2026-05-03,UPI,138654.31,Failed,TXN00043404
43405,33405,14639,2025-09-06,Credit Card,7409.48,Success,TXN00043405
43406,33406,10805,2025-02-18,UPI,84059.77,Failed,TXN00043406
43407,33407,11993,2026-04-08,Credit Card,34094.49,Pending,TXN00043407
43408,33408,14779,2026-06-09,Wallet,86385.32,Failed,TXN00043408
43409,33409,13181,2025-08-24,Credit Card,57252.68,Success,TXN00043409
43410,33410,12312,2025-01-15,UPI,6519.57,Success,TXN00043410
43411,33411,14386,2025-04-01,UPI,248047.0,Failed,TXN00043411
43412,33412,14241,2026-03-21,Net Banking,34056.35,Failed,TXN00043412
43413,33413,10529,2026-02-23,UPI,38910.86,Failed,TXN00043413
43414,33414,12386,2025-04-09,Net Banking,25541.12,Refunded,TXN00043414
43415,33415,11589,2025-11-13,UPI,2807.13,Success,TXN00043415
43416,33416,13983,2025-10-20,Credit Card,27162.27,Success,TXN00043416
43417,33417,11645,2025-09-02,Credit Card,11956.29,Success,TXN00043417
43418,33418,11593,2025-09-02,Debit Card,24251.11,Refunded,TXN00043418
43419,33419,13732,2025-04-12,Debit Card,25167.69,Success,TXN00043419
43420,33420,13609,2025-03-11,Wallet,11404.47,Success,TXN00043420
43421,33421,10078,2026-04-04,UPI,67588.7,Failed,TXN00043421
43422,33422,14195,2026-04-03,Debit Card,10983.56,Success,TXN00043422
43423,33423,12694,2026-01-14,Debit Card,19184.87,Success,TXN00043423
43424,33424,11339,2025-04-21,UPI,224782.56,Success,TXN00043424
43425,33425,13295,2026-07-14,UPI,53657.74,Failed,TXN00043425
43426,33426,13024,2026-06-25,Credit Card,28276.6,Failed,TXN00043426
43427,33427,14972,2025-03-26,UPI,130724.57,Failed,TXN00043427
43428,33428,12821,2025-07-30,Credit Card,34412.18,Success,TXN00043428
43429,33429,14875,2026-03-08,UPI,268119.28,Success,TXN00043429
43430,33430,13926,2025-05-01,Credit Card,101423.55,Success,TXN00043430
43431,33431,12088,2025-09-25,Debit Card,13130.06,Refunded,TXN00043431
43432,33432,14572,2025-07-22,Wallet,3724.95,Success,TXN00043432
43433,33433,11138,2025-08-26,Credit Card,104173.14,Refunded,TXN00043433
43434,33434,10679,2025-06-27,UPI,15492.34,Failed,TXN00043434
43435,33435,14934,2026-02-26,Net Banking,86645.58,Success,TXN00043435
43436,33436,14628,2025-12-24,UPI,73930.63,Success,TXN00043436
43437,33437,10230,2026-03-16,Credit Card,29637.9,Success,TXN00043437
43438,33438,12829,2026-01-16,UPI,36085.42,Success,TXN00043438
43439,33439,12124,2025-07-01,Debit Card,13280.73,Failed,TXN00043439
43440,33440,12313,2026-01-10,UPI,6549.27,Failed,TXN00043440
43441,33441,13333,2025-02-01,Credit Card,74417.6,Success,TXN00043441
43442,33442,11393,2026-05-10,UPI,36216.36,Failed,TXN00043442
43443,33443,13736,2025-04-04,Wallet,9118.16,Success,TXN00043443
43444,33444,12025,2025-04-09,Wallet,97065.55,Success,TXN00043444
43445,33445,14178,2026-01-20,UPI,10229.95,Failed,TXN00043445
43446,33446,11661,2025-07-26,Net Banking,22167.77,Success,TXN00043446
43447,33447,10230,2026-07-30,UPI,49745.6,Success,TXN00043447
43448,33448,12694,2025-08-05,Debit Card,51168.33,Failed,TXN00043448
43449,33449,11622,2025-07-30,Net Banking,38448.12,Success,TXN00043449
43450,33450,11579,2026-01-04,Credit Card,58186.69,Failed,TXN00043450
43451,33451,13788,2025-03-08,Credit Card,13127.56,Failed,TXN00043451
43452,33452,10281,2026-02-13,Debit Card,112227.46,Success,TXN00043452
43453,33453,12516,2025-05-18,UPI,9747.08,Success,TXN00043453
43454,33454,14626,2025-06-05,UPI,120211.91,Success,TXN00043454
43455,33455,12456,2026-01-15,Debit Card,66109.47,Success,TXN00043455
43456,33456,14319,2025-02-09,Credit Card,296851.6,Success,TXN00043456
43457,33457,10769,2026-06-06,Net Banking,5219.16,Success,TXN00043457
43458,33458,13087,2026-08-24,Wallet,66468.02,Failed,TXN00043458
43459,33459,10546,2026-02-13,Net Banking,75370.42,Refunded,TXN00043459
43460,33460,13252,2025-03-20,UPI,181614.72,Failed,TXN00043460
43461,33461,14247,2025-04-16,Credit Card,87396.47,Failed,TXN00043461
43462,33462,14863,2025-03-04,Debit Card,68567.19,Success,TXN00043462
43463,33463,10014,2026-04-24,UPI,9120.06,Success,TXN00043463
43464,33464,11402,2026-01-30,Net Banking,261947.45,Failed,TXN00043464
43465,33465,12255,2026-04-22,Credit Card,22495.2,Success,TXN00043465
43466,33466,12667,2025-12-16,UPI,37305.88,Failed,TXN00043466
43467,33467,12783,2025-12-10,UPI,19956.42,Success,TXN00043467
43468,33468,14876,2025-12-13,Credit Card,210059.25,Success,TXN00043468
43469,33469,11099,2025-06-15,Debit Card,13085.12,Failed,TXN00043469
43470,33470,13205,2025-09-30,Debit Card,141495.44,Success,TXN00043470
43471,33471,10431,2025-07-10,UPI,50558.88,Refunded,TXN00043471
43472,33472,10795,2026-04-20,Debit Card,65199.67,Success,TXN00043472
43473,33473,13967,2025-01-29,UPI,68166.34,Success,TXN00043473
43474,33474,13508,2026-04-24,Wallet,225817.79,Failed,TXN00043474
43475,33475,10208,2026-04-07,Debit Card,51942.03,Success,TXN00043475
43476,33476,12152,2025-01-30,Debit Card,25317.54,Failed,TXN00043476
43477,33477,12512,2025-09-17,UPI,28084.24,Success,TXN00043477
43478,33478,14566,2025-06-17,UPI,183395.56,Failed,TXN00043478
43479,33479,10580,2026-01-09,UPI,15228.02,Success,TXN00043479
43480,33480,14346,2025-01-05,UPI,16811.9,Success,TXN00043480
43481,33481,14699,2025-06-06,Net Banking,12860.54,Pending,TXN00043481
43482,33482,12831,2026-06-01,Debit Card,7324.8,Success,TXN00043482
43483,33483,14499,2025-12-18,Wallet,22945.29,Success,TXN00043483
43484,33484,12767,2025-06-24,UPI,22250.46,Success,TXN00043484
43485,33485,12989,2025-09-01,Debit Card,4727.48,Success,TXN00043485
43486,33486,14106,2026-01-04,Net Banking,47448.25,Success,TXN00043486
43487,33487,11634,2025-05-11,Credit Card,4249.32,Success,TXN00043487
43488,33488,14095,2025-01-11,UPI,12996.28,Success,TXN00043488
43489,33489,11521,2025-09-05,Debit Card,20276.46,Success,TXN00043489
43490,33490,13482,2026-01-25,Debit Card,24703.72,Success,TXN00043490
43491,33491,13349,2025-11-05,Wallet,75658.76,Failed,TXN00043491
43492,33492,10096,2025-12-08,Net Banking,201582.72,Pending,TXN00043492
43493,33493,13885,2025-09-11,Credit Card,21532.53,Success,TXN00043493
43494,33494,13511,2026-04-14,UPI,44522.93,Success,TXN00043494
43495,33495,11532,2026-02-22,UPI,35013.48,Success,TXN00043495
43496,33496,14876,2026-06-05,Net Banking,53674.64,Success,TXN00043496
43497,33497,10615,2025-03-30,Credit Card,7902.08,Failed,TXN00043497
43498,33498,14938,2025-11-30,Debit Card,50114.85,Success,TXN00043498
43499,33499,13487,2025-01-21,Debit Card,18905.53,Success,TXN00043499
43500,33500,14227,2025-10-13,Credit Card,22408.69,Success,TXN00043500
43501,33501,12146,2026-01-11,Net Banking,169715.93,Success,TXN00043501
43502,33502,11060,2025-04-03,UPI,120080.89,Failed,TXN00043502
43503,33503,13018,2025-11-16,Debit Card,42445.88,Success,TXN00043503
43504,33504,11773,2025-07-16,Debit Card,16884.55,Failed,TXN00043504
43505,33505,11995,2026-01-24,UPI,40313.83,Success,TXN00043505
43506,33506,11667,2025-05-13,UPI,36972.25,Success,TXN00043506
43507,33507,12742,2025-01-25,Debit Card,40051.28,Success,TXN00043507
43508,33508,14124,2026-03-06,UPI,267833.5,Success,TXN00043508
43509,33509,12717,2025-05-06,UPI,59162.64,Failed,TXN00043509
43510,33510,10522,2026-08-16,Credit Card,9092.58,Success,TXN00043510
43511,33511,10923,2026-07-01,Debit Card,194603.12,Pending,TXN00043511
43512,33512,14031,2026-07-08,Net Banking,2022.96,Success,TXN00043512
43513,33513,14205,2025-04-02,Credit Card,9635.21,Refunded,TXN00043513
43514,33514,14926,2025-12-22,UPI,20733.74,Success,TXN00043514
43515,33515,12656,2025-05-14,Credit Card,23634.16,Success,TXN00043515
43516,33516,14754,2025-07-18,Debit Card,54620.67,Failed,TXN00043516
43517,33517,11205,2025-07-14,UPI,34439.7,Failed,TXN00043517
43518,33518,14306,2026-03-03,UPI,73656.5,Success,TXN00043518
43519,33519,13121,2025-07-14,UPI,60598.68,Failed,TXN00043519
43520,33520,11497,2026-03-10,Credit Card,63678.33,Success,TXN00043520
43521,33521,14762,2025-10-25,Net Banking,73108.68,Success,TXN00043521
43522,33522,14869,2025-04-13,Debit Card,50954.17,Failed,TXN00043522
43523,33523,10329,2025-10-23,Debit Card,17730.85,Failed,TXN00043523
43524,33524,13992,2025-01-15,Net Banking,1644.4,Success,TXN00043524
43525,33525,11465,2026-05-19,Net Banking,8251.26,Failed,TXN00043525
43526,33526,13193,2025-09-20,Credit Card,17546.87,Refunded,TXN00043526
43527,33527,12035,2026-07-01,Debit Card,57252.68,Success,TXN00043527
43528,33528,13591,2026-01-09,Wallet,2276.04,Success,TXN00043528
43529,33529,10503,2026-04-25,Credit Card,50087.01,Failed,TXN00043529
43530,33530,10489,2025-10-27,Debit Card,2162.24,Success,TXN00043530
43531,33531,13838,2026-03-06,Wallet,32481.76,Failed,TXN00043531
43532,33532,11427,2026-06-11,Credit Card,174792.94,Success,TXN00043532
43533,33533,11600,2026-01-08,Debit Card,51588.5,Success,TXN00043533
43534,33534,11835,2025-11-13,Credit Card,13761.45,Success,TXN00043534
43535,33535,14761,2025-05-05,Debit Card,193837.3,Success,TXN00043535
43536,33536,11041,2025-04-03,UPI,46364.21,Refunded,TXN00043536
43537,33537,10039,2025-02-03,UPI,9438.8,Success,TXN00043537
43538,33538,12713,2025-06-24,Net Banking,11377.99,Failed,TXN00043538
43539,33539,12915,2026-03-07,Debit Card,5366.18,Success,TXN00043539
43540,33540,10039,2026-02-17,Wallet,43776.93,Success,TXN00043540
43541,33541,10187,2025-11-13,Debit Card,6635.62,Success,TXN00043541
43542,33542,10750,2025-03-04,Net Banking,159713.56,Success,TXN00043542
43543,33543,12832,2025-10-05,Wallet,63198.6,Refunded,TXN00043543
43544,33544,12410,2026-08-04,UPI,32080.64,Success,TXN00043544
43545,33545,14558,2025-06-21,Net Banking,58186.69,Success,TXN00043545
43546,33546,10669,2026-04-09,UPI,22252.73,Success,TXN00043546
43547,33547,12754,2026-04-02,Net Banking,2367.31,Success,TXN00043547
43548,33548,14874,2026-05-22,Debit Card,48069.54,Success,TXN00043548
43549,33549,12050,2026-07-06,Credit Card,54696.92,Failed,TXN00043549
43550,33550,13547,2026-03-02,Net Banking,1744.11,Failed,TXN00043550
43551,33551,14749,2025-03-05,UPI,32396.28,Success,TXN00043551
43552,33552,10182,2026-07-17,Debit Card,6836.35,Success,TXN00043552
43553,33553,13242,2025-12-03,UPI,5530.38,Success,TXN00043553
43554,33554,10977,2026-04-30,UPI,22697.97,Failed,TXN00043554
43555,33555,12355,2025-12-26,Debit Card,1084.72,Failed,TXN00043555
43556,33556,12924,2026-07-29,UPI,14302.77,Failed,TXN00043556
43557,33557,12097,2025-06-04,UPI,25992.64,Success,TXN00043557
43558,33558,11446,2025-08-22,UPI,3152.88,Success,TXN00043558
43559,33559,11309,2025-09-19,Net Banking,80990.7,Failed,TXN00043559
43560,33560,10380,2025-07-09,UPI,21596.33,Success,TXN00043560
43561,33561,11856,2026-03-02,Net Banking,71730.78,Success,TXN00043561
43562,33562,14887,2026-08-02,UPI,58533.6,Success,TXN00043562
43563,33563,14600,2025-01-13,Credit Card,14090.72,Refunded,TXN00043563
43564,33564,14880,2025-03-27,Credit Card,2051.89,Success,TXN00043564
43565,33565,10556,2025-02-15,UPI,22409.24,Success,TXN00043565
43566,33566,14668,2025-04-01,UPI,5459.52,Success,TXN00043566
43567,33567,11223,2025-01-14,Credit Card,27360.58,Success,TXN00043567
43568,33568,10109,2026-05-30,Credit Card,132301.8,Failed,TXN00043568
43569,33569,10065,2026-07-07,Debit Card,36569.17,Failed,TXN00043569
43570,33570,13201,2025-05-04,Credit Card,26640.79,Success,TXN00043570
43571,33571,12316,2026-06-07,UPI,75415.28,Failed,TXN00043571
43572,33572,11433,2025-05-03,Credit Card,58453.0,Refunded,TXN00043572
43573,33573,12135,2026-04-18,Net Banking,9542.18,Refunded,TXN00043573
43574,33574,14063,2025-03-15,UPI,16626.22,Refunded,TXN00043574
43575,33575,13928,2025-03-03,Net Banking,22248.51,Failed,TXN00043575
43576,33576,13466,2025-05-23,Debit Card,8010.26,Success,TXN00043576
43577,33577,12498,2025-01-08,Debit Card,5231.07,Success,TXN00043577
43578,33578,12977,2025-07-20,Credit Card,43993.62,Failed,TXN00043578
43579,33579,10741,2025-07-26,UPI,12007.85,Success,TXN00043579
43580,33580,10471,2026-05-05,Debit Card,16657.92,Success,TXN00043580
43581,33581,11666,2026-03-20,Credit Card,1478.76,Failed,TXN00043581
43582,33582,13716,2026-06-25,Debit Card,119389.43,Failed,TXN00043582
43583,33583,13991,2025-03-11,Credit Card,21524.13,Success,TXN00043583
43584,33584,14861,2026-06-16,UPI,19898.59,Success,TXN00043584
43585,33585,10110,2025-12-31,Credit Card,45609.08,Success,TXN00043585
43586,33586,13881,2026-07-11,UPI,59570.88,Refunded,TXN00043586
43587,33587,14390,2026-05-04,Net Banking,55917.23,Success,TXN00043587
43588,33588,12263,2026-07-23,Credit Card,58315.22,Success,TXN00043588
43589,33589,10960,2025-10-15,Credit Card,232920.75,Success,TXN00043589
43590,33590,11560,2025-11-17,Wallet,4252.12,Failed,TXN00043590
43591,33591,11117,2025-02-08,Debit Card,9587.31,Success,TXN00043591
43592,33592,10681,2025-12-08,Net Banking,20528.05,Success,TXN00043592
43593,33593,11052,2025-03-16,Wallet,90075.15,Success,TXN00043593
43594,33594,13774,2025-07-22,Debit Card,145191.75,Failed,TXN00043594
43595,33595,14362,2025-03-20,UPI,35227.27,Failed,TXN00043595
43596,33596,14992,2026-04-05,Credit Card,21171.33,Refunded,TXN00043596
43597,33597,14381,2026-02-28,UPI,617.47,Success,TXN00043597
43598,33598,11951,2026-08-17,Credit Card,37305.88,Success,TXN00043598
43599,33599,14695,2025-02-16,Credit Card,48865.71,Success,TXN00043599
43600,33600,14763,2025-01-09,UPI,153835.77,Refunded,TXN00043600
43601,33601,11929,2026-01-13,UPI,12125.95,Refunded,TXN00043601
43602,33602,12068,2025-11-05,Net Banking,4342.41,Success,TXN00043602
43603,33603,13836,2026-05-23,UPI,21598.23,Success,TXN00043603
43604,33604,11909,2025-10-10,UPI,275665.75,Success,TXN00043604
43605,33605,11372,2026-06-10,Credit Card,18892.22,Pending,TXN00043605
43606,33606,14146,2025-01-02,Credit Card,3898.59,Success,TXN00043606
43607,33607,12115,2025-07-20,Credit Card,2870.08,Success,TXN00043607
43608,33608,12961,2026-04-15,UPI,56580.97,Success,TXN00043608
43609,33609,13171,2026-08-17,UPI,32531.32,Success,TXN00043609
43610,33610,14757,2026-08-01,UPI,27717.28,Success,TXN00043610
43611,33611,11993,2026-07-25,Wallet,232746.76,Success,TXN00043611
43612,33612,13232,2025-06-04,Credit Card,24232.8,Success,TXN00043612
43613,33613,14124,2026-07-01,Net Banking,1925.49,Success,TXN00043613
43614,33614,12514,2025-01-11,Debit Card,56772.55,Success,TXN00043614
43615,33615,11862,2025-06-22,Credit Card,16036.75,Success,TXN00043615
43616,33616,11222,2025-11-14,Credit Card,24061.38,Success,TXN00043616
43617,33617,12314,2025-03-19,Credit Card,75528.57,Success,TXN00043617
43618,33618,10770,2025-11-25,Credit Card,16534.68,Success,TXN00043618
43619,33619,13563,2025-04-26,UPI,74534.64,Failed,TXN00043619
43620,33620,11433,2025-05-05,UPI,13887.45,Success,TXN00043620
43621,33621,11958,2025-05-21,Credit Card,132027.6,Failed,TXN00043621
43622,33622,12305,2026-08-15,Debit Card,145039.25,Success,TXN00043622
43623,33623,11360,2025-11-25,Debit Card,62363.22,Success,TXN00043623
43624,33624,14954,2025-01-13,Net Banking,71023.95,Success,TXN00043624
43625,33625,11257,2025-01-25,UPI,291875.2,Failed,TXN00043625
43626,33626,10073,2025-12-24,Credit Card,17686.91,Success,TXN00043626
43627,33627,11183,2025-10-28,Credit Card,32818.9,Success,TXN00043627
43628,33628,10483,2025-10-30,UPI,40895.85,Success,TXN00043628
43629,33629,11240,2026-03-23,UPI,21013.72,Success,TXN00043629
43630,33630,12243,2025-06-12,UPI,63351.44,Success,TXN00043630
43631,33631,13384,2025-12-26,UPI,38094.77,Refunded,TXN00043631
43632,33632,10403,2026-03-04,UPI,22697.97,Pending,TXN00043632
43633,33633,10765,2026-03-22,UPI,42234.29,Success,TXN00043633
43634,33634,11836,2025-01-20,UPI,18402.3,Refunded,TXN00043634
43635,33635,12590,2025-11-12,UPI,16797.43,Success,TXN00043635
43636,33636,10804,2025-04-16,Debit Card,152833.42,Success,TXN00043636
43637,33637,14202,2026-05-05,UPI,33378.86,Failed,TXN00043637
43638,33638,14218,2025-06-22,UPI,17266.38,Failed,TXN00043638
43639,33639,13003,2025-09-04,Credit Card,75758.88,Failed,TXN00043639
43640,33640,12763,2026-01-15,UPI,17506.74,Success,TXN00043640
43641,33641,12820,2025-09-14,Net Banking,2233.45,Success,TXN00043641
43642,33642,13125,2025-03-11,Credit Card,51365.28,Success,TXN00043642
43643,33643,13196,2025-04-16,UPI,44106.52,Refunded,TXN00043643
43644,33644,10310,2025-04-06,Credit Card,70965.69,Failed,TXN00043644
43645,33645,13828,2026-02-22,Credit Card,10393.98,Success,TXN00043645
43646,33646,14653,2026-05-10,Net Banking,45802.14,Success,TXN00043646
43647,33647,12961,2025-09-20,Credit Card,94005.81,Success,TXN00043647
43648,33648,12257,2025-09-25,UPI,42477.7,Success,TXN00043648
43649,33649,10435,2025-03-07,Credit Card,24042.42,Success,TXN00043649
43650,33650,13124,2026-07-04,UPI,13411.85,Pending,TXN00043650
43651,33651,10850,2025-04-28,Debit Card,12561.24,Success,TXN00043651
43652,33652,10107,2025-10-07,UPI,6635.62,Failed,TXN00043652
43653,33653,12672,2025-04-03,Credit Card,14717.72,Success,TXN00043653
43654,33654,10120,2026-07-20,UPI,6835.01,Success,TXN00043654
